Gene_1,Gene_name_1,Annotation_1,Gene_2,Gene_name_2,Annotation_2,p-value unadj,p-value adj,Cluster
group_6133,,hypothetical protein,group_4952,,hypothetical protein,0.0,0.0,156
group_6133,,hypothetical protein,group_5505,,hypothetical protein,0.0,0.0,156
group_6133,,hypothetical protein,group_5506,,hypothetical protein,0.0,0.0,156
group_6133,,hypothetical protein,group_5508,xerD,Tyrosine recombinase XerD,0.0,0.0,156
group_6133,,hypothetical protein,group_6135,,hypothetical protein,0.0,0.0,156
group_6133,,hypothetical protein,group_5507,,hypothetical protein,0.0,0.0,156
group_6133,,hypothetical protein,group_4501,,hypothetical protein,0.0,0.0,156
group_6134,,hypothetical protein,group_3103,,hypothetical protein,0.0,0.0,156
group_6134,,hypothetical protein,group_3469,smc_2,Chromosome partition protein Smc,0.0,0.0,156
group_6134,,hypothetical protein,group_4136,,hypothetical protein,0.0,0.0,156
group_6134,,hypothetical protein,group_4951,,hypothetical protein,0.0,0.0,156
group_6134,,hypothetical protein,group_4952,,hypothetical protein,0.0,0.0,156
group_6134,,hypothetical protein,group_5505,,hypothetical protein,0.0,0.0,156
group_6134,,hypothetical protein,group_5506,,hypothetical protein,0.0,0.0,156
group_6134,,hypothetical protein,group_5508,xerD,Tyrosine recombinase XerD,0.0,0.0,156
group_6134,,hypothetical protein,group_6135,,hypothetical protein,0.0,0.0,156
group_6134,,hypothetical protein,group_5507,,hypothetical protein,0.0,0.0,156
group_6134,,hypothetical protein,group_4501,,hypothetical protein,0.0,0.0,156
group_6134,,hypothetical protein,group_5503,,hypothetical protein,0.0,0.0,156
group_6135,,hypothetical protein,group_3053,,hypothetical protein,0.0,0.0,156
group_6135,,hypothetical protein,group_2872,,hypothetical protein,0.0,0.0,156
group_6135,,hypothetical protein,group_484,,hypothetical protein,0.0,0.0,156
group_6135,,hypothetical protein,group_3771,,hypothetical protein,0.0,0.0,156
group_6135,,hypothetical protein,group_1172,,hypothetical protein,0.0,0.0,156
group_6135,,hypothetical protein,dnaD_2,,hypothetical protein,0.0,0.0,156
group_6135,,hypothetical protein,group_1000,,hypothetical protein,0.0,0.0,156
group_6135,,hypothetical protein,group_3103,,hypothetical protein,0.0,0.0,156
group_6135,,hypothetical protein,group_3787,,hypothetical protein,0.0,0.0,156
group_6135,,hypothetical protein,group_3469,smc_2,Chromosome partition protein Smc,0.0,0.0,156
group_6135,,hypothetical protein,group_4136,,hypothetical protein,0.0,0.0,156
group_6135,,hypothetical protein,group_4951,,hypothetical protein,0.0,0.0,156
group_6135,,hypothetical protein,group_4952,,hypothetical protein,0.0,0.0,156
group_6135,,hypothetical protein,group_5505,,hypothetical protein,0.0,0.0,156
group_6135,,hypothetical protein,group_5506,,hypothetical protein,0.0,0.0,156
group_6135,,hypothetical protein,group_5508,xerD,Tyrosine recombinase XerD,0.0,0.0,156
group_6139,,hypothetical protein,group_1000,,hypothetical protein,0.0,0.0,156
group_6142,,hypothetical protein,group_3787,,hypothetical protein,0.0,0.0,156
group_6146,,hypothetical protein,group_3787,,hypothetical protein,0.0,0.0,156
group_6146,,hypothetical protein,group_6142,,hypothetical protein,0.0,0.0,156
group_6150,,hypothetical protein,dnaC_2,,DNA replication protein DnaC,0.0,0.0,156
group_6150,,hypothetical protein,group_3053,,hypothetical protein,0.0,0.0,156
group_6150,,hypothetical protein,group_2872,,hypothetical protein,0.0,0.0,156
group_6150,,hypothetical protein,group_776,,hypothetical protein,0.0,0.0,156
group_6150,,hypothetical protein,group_1743,,hypothetical protein,0.0,0.0,156
group_6150,,hypothetical protein,group_4159,,hypothetical protein,0.0,0.0,156
group_6150,,hypothetical protein,group_3470,,hypothetical protein,0.0,0.0,156
group_6150,,hypothetical protein,ssb_3,,hypothetical protein,0.0,0.0,156
group_6150,,hypothetical protein,group_4985,,hypothetical protein,0.0,0.0,156
group_6150,,hypothetical protein,group_3771,,hypothetical protein,0.0,0.0,156
group_6150,,hypothetical protein,group_5509,,hypothetical protein,0.0,0.0,156
group_6150,,hypothetical protein,group_4438,,hypothetical protein,0.0,0.0,156
group_6150,,hypothetical protein,group_3787,,hypothetical protein,0.0,0.0,156
group_6150,,hypothetical protein,group_3144,,hypothetical protein,0.0,0.0,156
group_6150,,hypothetical protein,group_5384,,hypothetical protein,0.0,0.0,156
group_6150,,hypothetical protein,group_4137,,hypothetical protein,0.0,0.0,156
group_6150,,hypothetical protein,group_3768,,hypothetical protein,0.0,0.0,156
group_6150,,hypothetical protein,hhaIM,,Modification methylase HhaI,0.0,0.0,156
group_6150,,hypothetical protein,Int-Tn,,Transposase from transposon Tn916,0.0,0.0,156
group_6150,,hypothetical protein,group_3104,,hypothetical protein,0.0,0.0,156
group_6154,,hypothetical protein,group_4503,,hypothetical protein,0.0,0.0,15
group_6265,,hypothetical protein,group_2858,,hypothetical protein,0.0,0.0,10
group_6265,,hypothetical protein,group_4126,ssb_3,Single-stranded DNA-binding protein,0.0,0.0,10
group_6265,,hypothetical protein,group_4925,,hypothetical protein,0.0,0.0,10
group_6265,,hypothetical protein,group_5465,,hypothetical protein,0.0,0.0,10
group_6265,,hypothetical protein,group_4928,,hypothetical protein,0.0,0.0,10
group_6265,,hypothetical protein,group_2859,,hypothetical protein,0.0,0.0,10
group_6265,,hypothetical protein,group_6061,,hypothetical protein,0.0,0.0,10
group_6265,,hypothetical protein,group_779,,hypothetical protein,0.0,0.0,10
group_6265,,hypothetical protein,group_4486,,hypothetical protein,0.0,0.0,10
group_6265,,hypothetical protein,group_3695,,hypothetical protein,0.0,0.0,10
group_6265,,hypothetical protein,group_3489,,hypothetical protein,0.0,0.0,10
group_6265,,hypothetical protein,group_6269,,hypothetical protein,0.0,0.0,10
group_6265,,hypothetical protein,group_5552,,hypothetical protein,0.0,0.0,10
group_6265,,hypothetical protein,group_5551,,hypothetical protein,0.0,0.0,10
group_6265,,hypothetical protein,group_1002,,hypothetical protein,0.0,0.0,10
group_6265,,hypothetical protein,group_5554,,hypothetical protein,0.0,0.0,10
group_6268,,hypothetical protein,group_4149,,hypothetical protein,0.0,0.0,206
group_6269,,hypothetical protein,group_3459,,hypothetical protein,0.0,0.0,10
group_6269,,hypothetical protein,group_3114,,hypothetical protein,0.0,0.0,10
group_6269,,hypothetical protein,group_4122,,hypothetical protein,0.0,0.0,10
group_6269,,hypothetical protein,group_4478,,hypothetical protein,0.0,0.0,10
group_6269,,hypothetical protein,group_5460,,hypothetical protein,0.0,0.0,10
group_6269,,hypothetical protein,group_5461,,hypothetical protein,0.0,0.0,10
group_6269,,hypothetical protein,group_1736,,hypothetical protein,0.0,0.0,10
group_6269,,hypothetical protein,group_4919,,hypothetical protein,0.0,0.0,10
group_6269,,hypothetical protein,group_3115,,hypothetical protein,0.0,0.0,10
group_6269,,hypothetical protein,group_3460,,hypothetical protein,0.0,0.0,10
group_6269,,hypothetical protein,group_2306,,hypothetical protein,0.0,0.0,10
group_6269,,hypothetical protein,group_4479,,hypothetical protein,0.0,0.0,10
group_6269,,hypothetical protein,group_4125,,hypothetical protein,0.0,0.0,10
group_6269,,hypothetical protein,group_2858,,hypothetical protein,0.0,0.0,10
group_6269,,hypothetical protein,group_4150,,hypothetical protein,0.0,0.0,10
group_6269,,hypothetical protein,group_4126,ssb_3,Single-stranded DNA-binding protein,0.0,0.0,10
group_6269,,hypothetical protein,group_4925,,hypothetical protein,0.0,0.0,10
group_6269,,hypothetical protein,group_5465,,hypothetical protein,0.0,0.0,10
group_6269,,hypothetical protein,group_4928,,hypothetical protein,0.0,0.0,10
group_6269,,hypothetical protein,group_2859,,hypothetical protein,0.0,0.0,10
group_6269,,hypothetical protein,group_6061,,hypothetical protein,0.0,0.0,10
group_6269,,hypothetical protein,group_779,,hypothetical protein,0.0,0.0,10
group_6269,,hypothetical protein,group_4486,,hypothetical protein,0.0,0.0,10
group_6269,,hypothetical protein,group_3695,,hypothetical protein,0.0,0.0,10
group_6269,,hypothetical protein,group_3489,,hypothetical protein,0.0,0.0,10
group_6270,,hypothetical protein,group_3459,,hypothetical protein,0.0,0.0,10
group_6270,,hypothetical protein,group_3114,,hypothetical protein,0.0,0.0,10
group_6270,,hypothetical protein,group_4122,,hypothetical protein,0.0,0.0,10
group_6270,,hypothetical protein,group_4478,,hypothetical protein,0.0,0.0,10
group_6270,,hypothetical protein,group_5460,,hypothetical protein,0.0,0.0,10
group_6270,,hypothetical protein,group_5461,,hypothetical protein,0.0,0.0,10
group_6270,,hypothetical protein,group_1736,,hypothetical protein,0.0,0.0,10
group_6270,,hypothetical protein,group_4919,,hypothetical protein,0.0,0.0,10
group_6270,,hypothetical protein,group_3115,,hypothetical protein,0.0,0.0,10
group_6270,,hypothetical protein,group_3460,,hypothetical protein,0.0,0.0,10
group_6270,,hypothetical protein,group_4479,,hypothetical protein,0.0,0.0,10
group_6270,,hypothetical protein,group_4125,,hypothetical protein,0.0,0.0,10
group_6270,,hypothetical protein,group_3741,,hypothetical protein,0.0,0.0,10
group_6270,,hypothetical protein,group_4967,,hypothetical protein,0.0,0.0,10
group_6271,,hypothetical protein,group_3459,,hypothetical protein,0.0,0.0,10
group_6271,,hypothetical protein,group_3114,,hypothetical protein,0.0,0.0,10
group_6271,,hypothetical protein,group_4122,,hypothetical protein,0.0,0.0,10
group_6271,,hypothetical protein,group_4478,,hypothetical protein,0.0,0.0,10
group_6271,,hypothetical protein,group_5460,,hypothetical protein,0.0,0.0,10
group_6271,,hypothetical protein,group_5461,,hypothetical protein,0.0,0.0,10
group_6271,,hypothetical protein,group_1736,,hypothetical protein,0.0,0.0,10
group_6271,,hypothetical protein,group_4919,,hypothetical protein,0.0,0.0,10
group_6271,,hypothetical protein,group_3115,,hypothetical protein,0.0,0.0,10
group_6271,,hypothetical protein,group_3460,,hypothetical protein,0.0,0.0,10
group_6271,,hypothetical protein,group_4479,,hypothetical protein,0.0,0.0,10
group_6271,,hypothetical protein,group_4967,,hypothetical protein,0.0,0.0,10
group_6271,,hypothetical protein,group_6270,,hypothetical protein,0.0,0.0,10
group_6283,,hypothetical protein,dnaC_2,,DNA replication protein DnaC,0.0,0.0,156
group_6283,,hypothetical protein,group_3053,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,group_1743,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,group_4159,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,group_3470,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,ssb_3,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,group_3771,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,group_5509,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,dnaD_2,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,group_1000,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,group_4438,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,group_3768,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,hhaIM,,Modification methylase HhaI,0.0,0.0,156
group_6283,,hypothetical protein,group_4988,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,polC_3,,DNA polymerase III PolC-type,0.0,0.0,156
group_6283,,hypothetical protein,group_5573,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,group_4877,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,group_5971,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,group_2870,Int-Tn,Transposase from transposon Tn916,0.0,0.0,156
group_6283,,hypothetical protein,group_6294,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,group_4987,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,group_6293,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,group_4158,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,group_6292,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,clpP1,,ATP-dependent Clp protease proteolytic subunit 1,0.0,0.0,156
group_6283,,hypothetical protein,group_6298,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,group_5394,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,group_4880,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,group_5395,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,group_5396,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,group_5574,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,group_5576,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,group_6300,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,group_2675,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,group_5398,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,group_5575,,hypothetical protein,0.0,0.0,156
group_6283,,hypothetical protein,group_5578,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,dnaC_2,,DNA replication protein DnaC,0.0,0.0,156
group_6284,,hypothetical protein,group_3053,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,group_1743,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,group_4159,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,group_3470,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,ssb_3,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,group_3771,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,group_5509,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,dnaD_2,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,group_1000,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,group_4438,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,group_3768,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,hhaIM,,Modification methylase HhaI,0.0,0.0,156
group_6284,,hypothetical protein,group_4988,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,polC_3,,DNA polymerase III PolC-type,0.0,0.0,156
group_6284,,hypothetical protein,group_5573,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,group_4877,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,group_5971,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,group_2870,Int-Tn,Transposase from transposon Tn916,0.0,0.0,156
group_6284,,hypothetical protein,group_6294,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,group_4987,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,group_6293,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,group_4158,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,group_6292,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,clpP1,,ATP-dependent Clp protease proteolytic subunit 1,0.0,0.0,156
group_6284,,hypothetical protein,group_6298,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,group_5394,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,group_4880,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,group_5395,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,group_5396,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,group_5574,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,group_5576,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,group_6300,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,group_2675,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,group_5398,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,group_5575,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,group_5578,,hypothetical protein,0.0,0.0,156
group_6284,,hypothetical protein,group_6283,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,dnaC_2,,DNA replication protein DnaC,0.0,0.0,156
group_6285,,hypothetical protein,group_3053,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,group_1743,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,group_4159,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,group_3470,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,ssb_3,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,group_3771,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,group_5509,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,dnaD_2,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,group_1000,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,group_4438,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,group_3768,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,hhaIM,,Modification methylase HhaI,0.0,0.0,156
group_6285,,hypothetical protein,group_4988,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,polC_3,,DNA polymerase III PolC-type,0.0,0.0,156
group_6285,,hypothetical protein,group_5573,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,group_4877,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,group_5971,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,group_2870,Int-Tn,Transposase from transposon Tn916,0.0,0.0,156
group_6285,,hypothetical protein,group_6294,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,group_4987,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,group_6293,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,group_4158,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,group_6292,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,clpP1,,ATP-dependent Clp protease proteolytic subunit 1,0.0,0.0,156
group_6285,,hypothetical protein,group_6298,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,group_5394,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,group_4880,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,group_5395,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,group_5396,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,group_5574,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,group_5576,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,group_6300,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,group_2675,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,group_5398,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,group_5575,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,group_5578,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,group_6283,,hypothetical protein,0.0,0.0,156
group_6285,,hypothetical protein,group_6284,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,dnaC_2,,DNA replication protein DnaC,0.0,0.0,156
group_6286,,hypothetical protein,group_3053,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_1743,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_4159,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_3470,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,ssb_3,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_3771,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_5509,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,dnaD_2,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_1000,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_4438,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_3768,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,hhaIM,,Modification methylase HhaI,0.0,0.0,156
group_6286,,hypothetical protein,group_4988,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,polC_3,,DNA polymerase III PolC-type,0.0,0.0,156
group_6286,,hypothetical protein,group_5573,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_4877,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_5971,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_2870,Int-Tn,Transposase from transposon Tn916,0.0,0.0,156
group_6286,,hypothetical protein,group_6294,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_4987,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_6293,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_4158,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_6292,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,clpP1,,ATP-dependent Clp protease proteolytic subunit 1,0.0,0.0,156
group_6286,,hypothetical protein,group_6298,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_5394,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_4880,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_5395,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_5396,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_5574,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_5576,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_6300,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_2675,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_5398,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_5575,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_5578,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_6283,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_6284,,hypothetical protein,0.0,0.0,156
group_6286,,hypothetical protein,group_6285,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,dnaC_2,,DNA replication protein DnaC,0.0,0.0,156
group_6287,,hypothetical protein,group_3053,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_1743,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_4159,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_3470,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,ssb_3,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_3771,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_5509,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,dnaD_2,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_1000,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_4438,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_3768,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,hhaIM,,Modification methylase HhaI,0.0,0.0,156
group_6287,,hypothetical protein,group_4988,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,polC_3,,DNA polymerase III PolC-type,0.0,0.0,156
group_6287,,hypothetical protein,group_5573,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_4877,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_5971,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_2870,Int-Tn,Transposase from transposon Tn916,0.0,0.0,156
group_6287,,hypothetical protein,group_6294,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_4987,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_6293,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_4158,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_6292,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,clpP1,,ATP-dependent Clp protease proteolytic subunit 1,0.0,0.0,156
group_6287,,hypothetical protein,group_6298,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_5394,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_4880,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_5395,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_5396,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_5574,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_5576,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_6300,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_2675,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_5398,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_5575,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_5578,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_6283,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_6284,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_6285,,hypothetical protein,0.0,0.0,156
group_6287,,hypothetical protein,group_6286,,hypothetical protein,0.0,0.0,156
group_6288,,hypothetical protein,dnaC_2,,DNA replication protein DnaC,0.0,0.0,156
group_6288,,hypothetical protein,group_3053,,hypothetical protein,0.0,0.0,156
group_6288,,hypothetical protein,group_1743,,hypothetical protein,0.0,0.0,156
group_6288,,hypothetical protein,group_4159,,hypothetical protein,0.0,0.0,156
group_6288,,hypothetical protein,group_3470,,hypothetical protein,0.0,0.0,156
group_6288,,hypothetical protein,ssb_3,,hypothetical protein,0.0,0.0,156
group_6288,,hypothetical protein,group_3771,,hypothetical protein,0.0,0.0,156
group_6288,,hypothetical protein,group_5509,,hypothetical protein,0.0,0.0,156
group_6288,,hypothetical protein,dnaD_2,,hypothetical protein,0.0,0.0,156
group_6288,,hypothetical protein,group_1000,,hypothetical protein,0.0,0.0,156
group_6288,,hypothetical protein,group_4438,,hypothetical protein,0.0,0.0,156
group_6288,,hypothetical protein,group_3768,,hypothetical protein,0.0,0.0,156
group_6288,,hypothetical protein,hhaIM,,Modification methylase HhaI,0.0,0.0,156
group_6288,,hypothetical protein,group_4988,,hypothetical protein,0.0,0.0,156
group_6288,,hypothetical protein,polC_3,,DNA polymerase III PolC-type,0.0,0.0,156
group_6288,,hypothetical protein,group_5573,,hypothetical protein,0.0,0.0,156
group_6288,,hypothetical protein,group_4877,,hypothetical protein,0.0,0.0,156
group_6288,,hypothetical protein,group_5971,,hypothetical protein,0.0,0.0,156
group_6288,,hypothetical protein,group_2870,Int-Tn,Transposase from transposon Tn916,0.0,0.0,156
group_6288,,hypothetical protein,group_6294,,hypothetical protein,0.0,0.0,156
group_6288,,hypothetical protein,group_4987,,hypothetical protein,0.0,0.0,156
group_6288,,hypothetical protein,group_6293,,hypothetical protein,0.0,0.0,156
group_6288,,hypothetical protein,group_4158,,hypothetical protein,0.0,0.0,156
group_6288,,hypothetical protein,group_6292,,hypothetical protein,0.0,0.0,156
group_6288,,hypothetical protein,clpP1,,ATP-dependent Clp protease proteolytic subunit 1,0.0,0.0,156
group_6288,,hypothetical protein,group_6298,,hypothetical protein,0.0,0.0,156
group_6288,,hypothetical protein,group_5394,,hypothetical protein,0.0,0.0,156
group_6288,,hypothetical protein,group_4880,,hypothetical protein,0.0,0.0,156
group_6288,,hypothetical protein,group_5395,,hypothetical protein,0.0,0.0,156
group_6288,,hypothetical protein,group_5396,,hypothetical protein,0.0,0.0,156
group_6288,,hypothetical protein,group_5574,,hypothetical protein,0.0,0.0,156
group_6288,,hypothetical protein,group_5576,,hypothetical protein,0.0,0.0,156
group_6288,,hypothetical protein,group_6300,,hypothetical protein,0.0,0.0,156
