Gene_1,Gene_name_1,Annotation_1,Gene_2,Gene_name_2,Annotation_2,p-value unadj,p-value adj,Cluster
group_1295,,hypothetical protein,group_8210,,tRNA-Ala(tgc),0.0,0.0,-
group_1298,,hypothetical protein,group_1195,,hypothetical protein,0.0,0.0,134
group_130,,hypothetical protein,bmrA_1,,putative ABC transporter ATP-binding protein,0.0,0.0,2
group_130,,hypothetical protein,mutS,,DNA mismatch repair protein MutS,0.0,0.0,2
group_130,,hypothetical protein,group_576,,hypothetical protein,0.0,0.0,2
group_130,,hypothetical protein,argR_3,,Arginine regulator,0.0,0.0,2
group_130,,hypothetical protein,map_2,,hypothetical protein,0.0,0.0,-
group_130,,hypothetical protein,prtP,,PII-type proteinase,0.0,0.0,-
group_1306,ygaZ,Inner membrane protein YgaZ,group_5413,,hypothetical protein,0.0,0.0,167
group_131,,hypothetical protein,group_1068,,hypothetical protein,0.0,0.0,85
group_1314,,hypothetical protein,phnV_2,,hypothetical protein,0.0,0.0,-
group_1314,,hypothetical protein,group_567,hsdS,Type-1 restriction enzyme EcoKI specificity protein,0.0,0.0,-
group_1314,,hypothetical protein,group_3196,,hypothetical protein,0.0,0.0,-
group_1322,wfgD,UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-13-glucosyltransferase WfgD,group_1314,,hypothetical protein,0.0,0.0,-
group_1339,,hypothetical protein,group_69,,hypothetical protein,0.0,0.0,107
group_134,acpP_1,hypothetical protein,group_1132,,hypothetical protein,0.0,0.0,-
group_134,acpP_1,hypothetical protein,prtP,,PII-type proteinase,0.0,0.0,63
group_134,acpP_1,hypothetical protein,group_654,,hypothetical protein,0.0,0.0,-
group_134,acpP_1,hypothetical protein,group_130,,hypothetical protein,0.0,0.0,-
group_134,acpP_1,hypothetical protein,gmuD_2,,6-phospho-beta-glucosidase GmuD,0.0,0.0,-
group_134,acpP_1,hypothetical protein,group_105,,hypothetical protein,0.0,0.0,-
group_134,acpP_1,hypothetical protein,catE,,Catechol-23-dioxygenase,0.0,0.0,-
group_134,acpP_1,hypothetical protein,rsmB,,Ribosomal RNA small subunit methyltransferase B,0.0,0.0,63
group_1340,,hypothetical protein,ulaA_1,,Ascorbate-specific PTS system EIIC component,0.0,0.0,77
group_1348,,hypothetical protein,group_272,,hypothetical protein,0.0,0.0,-
group_1348,,hypothetical protein,leuA_1,,2-isopropylmalate synthase,0.0,0.0,75
group_1349,,hypothetical protein,gspF,,Putative type II secretion system protein F,0.0,0.0,5
group_1349,,hypothetical protein,group_2462,,hypothetical protein,0.0,0.0,5
group_1349,,hypothetical protein,group_272,,hypothetical protein,0.0,0.0,-
group_1349,,hypothetical protein,group_3222,,hypothetical protein,0.0,0.0,-
group_1351,galT_1,Galactose-1-phosphate uridylyltransferase,lnpD_1,,UDP-glucose 4-epimerase,0.0,0.0,11
group_1351,galT_1,Galactose-1-phosphate uridylyltransferase,group_4248,,hypothetical protein,0.0,0.0,11
group_1351,galT_1,Galactose-1-phosphate uridylyltransferase,pfbA,,Plasmin and fibronectin-binding protein A,0.0,0.0,11
group_1351,galT_1,Galactose-1-phosphate uridylyltransferase,group_1358,phoU_1,Phosphate-specific transport system accessory protein PhoU ,0.0,0.0,11
group_1358,phoU_1,Phosphate-specific transport system accessory protein PhoU ,yheI,,putative multidrug resistance ABC transporter ATP-binding,0.0,0.0,11
group_1358,phoU_1,Phosphate-specific transport system accessory protein PhoU ,phnV,,Putative 2-aminoethylphosphonate transport system permease protein PhnV,0.0,0.0,11
group_1358,phoU_1,Phosphate-specific transport system accessory protein PhoU ,lnpD_1,,UDP-glucose 4-epimerase,0.0,0.0,11
group_1358,phoU_1,Phosphate-specific transport system accessory protein PhoU ,group_4248,,hypothetical protein,0.0,0.0,11
group_1358,phoU_1,Phosphate-specific transport system accessory protein PhoU ,pfbA,,Plasmin and fibronectin-binding protein A,0.0,0.0,11
group_1358,phoU_1,Phosphate-specific transport system accessory protein PhoU ,group_272,,hypothetical protein,0.0,0.0,-
group_1362,,hypothetical protein,group_4456,,hypothetical protein,0.0,0.0,191
group_1362,,hypothetical protein,group_4069,,hypothetical protein,0.0,0.0,191
group_1362,,hypothetical protein,group_2656,,hypothetical protein,0.0,0.0,191
group_1362,,hypothetical protein,group_4750,,hypothetical protein,0.0,0.0,191
group_1362,,hypothetical protein,group_2832,,hypothetical protein,0.0,0.0,191
group_1362,,hypothetical protein,group_4899,,hypothetical protein,0.0,0.0,191
group_1362,,hypothetical protein,group_3429,,hypothetical protein,0.0,0.0,191
group_1362,,hypothetical protein,group_1990,,hypothetical protein,0.0,0.0,191
group_1362,,hypothetical protein,group_3427,,hypothetical protein,0.0,0.0,191
group_1362,,hypothetical protein,lexA,,LexA repressor,0.0,0.0,191
group_1378,iga_3,Immunoglobulin A1 protease,iga_3,,Immunoglobulin A1 protease,0.0,0.0,92
group_138,,hypothetical protein,group_665,ltrA_2,Group II intron-encoded protein LtrA,0.0,0.0,32
group_1384,inlJ,Internalin-J,group_187,,hypothetical protein,0.0,0.0,131
group_1384,inlJ,Internalin-J,group_313,,hypothetical protein,0.0,0.0,-
group_1389,strH_1,Beta-N-acetylhexosaminidase,phoU_4,,Phosphate-specific transport system accessory protein PhoU ,0.0,0.0,221
group_1391,slyA_2,hypothetical protein,group_822,,putative ABC transporter ATP-binding protein,0.0,0.0,163
group_1399,,hypothetical protein,ruvB,,Holliday junction ATP-dependent DNA helicase RuvB,0.0,0.0,79
group_1405,,hypothetical protein,epsH,,Putative glycosyltransferase EpsH,0.0,0.0,-
group_1405,,hypothetical protein,group_221,,hypothetical protein,0.0,0.0,-
group_1405,,hypothetical protein,group_3905,araQ_3,L-arabinose transport system permease protein AraQ,0.0,0.0,154
group_1424,,hypothetical protein,group_2640,,hypothetical protein,0.0,0.0,105
group_1426,,hypothetical protein,group_2640,,hypothetical protein,0.0,0.0,105
group_1435,rlmCD_2,23S rRNA (uracil-C(5))-methyltransferase RlmCD,group_2136,,hypothetical protein,0.0,0.0,28
group_1435,rlmCD_2,23S rRNA (uracil-C(5))-methyltransferase RlmCD,group_2405,rppH,RNA pyrophosphohydrolase,0.0,0.0,-
group_144,,hypothetical protein,group_171,,hypothetical protein,0.0,0.0,55
group_145,,hypothetical protein,hsdS,,hypothetical protein,0.0,0.0,133
group_1468,,hypothetical protein,miaB,,hypothetical protein,0.0,0.0,41
group_1468,,hypothetical protein,group_636,,hypothetical protein,0.0,0.0,41
group_1470,,hypothetical protein,group_2070,,hypothetical protein,0.0,0.0,24
group_1470,,hypothetical protein,group_2971,,hypothetical protein,0.0,0.0,24
group_1470,,hypothetical protein,group_654,,hypothetical protein,0.0,0.0,24
group_1470,,hypothetical protein,group_2582,,hypothetical protein,0.0,0.0,24
group_1470,,hypothetical protein,group_967,,hypothetical protein,0.0,0.0,24
group_1470,,hypothetical protein,group_636,,hypothetical protein,0.0,0.0,-
group_1470,,hypothetical protein,rsmB,,Ribosomal RNA small subunit methyltransferase B,0.0,0.0,-
group_148,,hypothetical protein,group_105,,hypothetical protein,0.0,0.0,84
group_1482,nanA_2,N-acetylneuraminate lyase,group_5417,,hypothetical protein,0.0,0.0,122
group_1496,ubiE,Ubiquinone,group_1348,,hypothetical protein,0.0,0.0,-
group_1496,ubiE,Ubiquinone,group_2316,dhaM,PTS-dependent dihydroxyacetone kinase phosphotransferase subunit DhaM,0.0,0.0,140
group_1496,ubiE,Ubiquinone,group_2463,,hypothetical protein,0.0,0.0,140
group_1496,ubiE,Ubiquinone,group_4125,,hypothetical protein,0.0,0.0,140
group_1496,ubiE,Ubiquinone,group_3741,,hypothetical protein,0.0,0.0,140
group_1496,ubiE,Ubiquinone,group_1935,gspF,Putative type II secretion system protein F,0.0,0.0,140
group_1496,ubiE,Ubiquinone,group_2858,,hypothetical protein,0.0,0.0,140
group_1496,ubiE,Ubiquinone,group_4126,ssb_3,Single-stranded DNA-binding protein,0.0,0.0,140
group_1496,ubiE,Ubiquinone,group_4925,,hypothetical protein,0.0,0.0,140
group_1496,ubiE,Ubiquinone,group_5465,,hypothetical protein,0.0,0.0,140
group_1496,ubiE,Ubiquinone,group_4928,,hypothetical protein,0.0,0.0,140
group_1496,ubiE,Ubiquinone,group_6061,,hypothetical protein,0.0,0.0,140
group_1496,ubiE,Ubiquinone,group_779,,hypothetical protein,0.0,0.0,140
group_1496,ubiE,Ubiquinone,hin,,DNA-invertase hin,0.0,0.0,140
group_1496,ubiE,Ubiquinone,group_3463,,hypothetical protein,0.0,0.0,140
group_1496,ubiE,Ubiquinone,group_4481,,hypothetical protein,0.0,0.0,140
group_1496,ubiE,Ubiquinone,group_4485,,hypothetical protein,0.0,0.0,140
group_1496,ubiE,Ubiquinone,group_4917,,hypothetical protein,0.0,0.0,140
group_1496,ubiE,Ubiquinone,group_4927,,hypothetical protein,0.0,0.0,140
group_1496,ubiE,Ubiquinone,group_6057,,hypothetical protein,0.0,0.0,140
group_1496,ubiE,Ubiquinone,group_6060,,hypothetical protein,0.0,0.0,140
group_1496,ubiE,Ubiquinone,lytA_9,,Autolysin,0.0,0.0,140
group_1496,ubiE,Ubiquinone,group_3489,,hypothetical protein,0.0,0.0,140
group_150,,hypothetical protein,group_2217,,hypothetical protein,0.0,0.0,8
group_150,,hypothetical protein,group_579,,hypothetical protein,0.0,0.0,8
group_150,,hypothetical protein,group_134,acpP_1,hypothetical protein,0.0,0.0,-
group_150,,hypothetical protein,group_158,acpP_1,hypothetical protein,0.0,0.0,-
group_150,,hypothetical protein,group_107,acpP_2,hypothetical protein,0.0,0.0,8
group_1506,,hypothetical protein,group_2667,,hypothetical protein,0.0,0.0,72
group_1518,,hypothetical protein,group_4506,,hypothetical protein,0.0,0.0,115
group_1518,,hypothetical protein,group_5622,,hypothetical protein,0.0,0.0,115
group_1520,,hypothetical protein,dnaC_2,,DNA replication protein DnaC,0.0,0.0,170
group_1520,,hypothetical protein,group_3053,,hypothetical protein,0.0,0.0,170
group_1520,,hypothetical protein,group_776,,hypothetical protein,0.0,0.0,170
group_1520,,hypothetical protein,group_1743,,hypothetical protein,0.0,0.0,170
group_1520,,hypothetical protein,group_4159,,hypothetical protein,0.0,0.0,170
group_1520,,hypothetical protein,group_3470,,hypothetical protein,0.0,0.0,170
group_1520,,hypothetical protein,ssb_3,,hypothetical protein,0.0,0.0,170
group_1520,,hypothetical protein,group_4985,,hypothetical protein,0.0,0.0,170
group_1520,,hypothetical protein,group_5509,,hypothetical protein,0.0,0.0,170
group_1520,,hypothetical protein,group_3144,,hypothetical protein,0.0,0.0,170
group_1520,,hypothetical protein,group_4137,,hypothetical protein,0.0,0.0,170
group_1520,,hypothetical protein,group_3768,,hypothetical protein,0.0,0.0,170
group_1520,,hypothetical protein,Int-Tn,,Transposase from transposon Tn916,0.0,0.0,170
group_1520,,hypothetical protein,group_4181,,hypothetical protein,0.0,0.0,170
group_1520,,hypothetical protein,group_4998,,hypothetical protein,0.0,0.0,170
group_1520,,hypothetical protein,group_6390,,hypothetical protein,0.0,0.0,170
group_1520,,hypothetical protein,group_4166,,hypothetical protein,0.0,0.0,170
group_1520,,hypothetical protein,group_5591,,hypothetical protein,0.0,0.0,170
group_1520,,hypothetical protein,group_5594,,hypothetical protein,0.0,0.0,170
group_1520,,hypothetical protein,group_6384,,hypothetical protein,0.0,0.0,170
group_1520,,hypothetical protein,group_6386,,hypothetical protein,0.0,0.0,170
group_1520,,hypothetical protein,group_6388,,hypothetical protein,0.0,0.0,170
group_1520,,hypothetical protein,group_6392,,hypothetical protein,0.0,0.0,170
group_1520,,hypothetical protein,group_6394,,hypothetical protein,0.0,0.0,170
group_1520,,hypothetical protein,group_6396,,hypothetical protein,0.0,0.0,170
group_1520,,hypothetical protein,group_6398,,hypothetical protein,0.0,0.0,170
group_1520,,hypothetical protein,group_6403,xerC_3,Tyrosine recombinase XerC,0.0,0.0,170
group_1520,,hypothetical protein,group_6405,,hypothetical protein,0.0,0.0,170
group_1520,,hypothetical protein,group_4164,,hypothetical protein,0.0,0.0,170
group_153,acpP_1,hypothetical protein,group_3320,,Ferredoxin--NADP reductase,0.0,0.0,145
group_153,acpP_1,hypothetical protein,bglH_1,,Aryl-phospho-beta-D-glucosidase BglH,0.0,0.0,145
group_153,acpP_1,hypothetical protein,group_876,,hypothetical protein,0.0,0.0,145
group_154,,hypothetical protein,group_111,,hypothetical protein,0.0,0.0,241
group_1541,,hypothetical protein,group_1206,,hypothetical protein,0.0,0.0,153
group_1541,,hypothetical protein,group_3652,yumC,Ferredoxin--NADP reductase 2,0.0,0.0,153
group_1541,,hypothetical protein,xerD_1,,Tyrosine recombinase XerD,0.0,0.0,153
group_1541,,hypothetical protein,group_592,lytA_2,Autolysin,0.0,0.0,153
group_1541,,hypothetical protein,group_1167,,hypothetical protein,0.0,0.0,153
group_1541,,hypothetical protein,group_5050,,hypothetical protein,0.0,0.0,153
group_1541,,hypothetical protein,group_5671,,hypothetical protein,0.0,0.0,153
group_1541,,hypothetical protein,group_4559,,hypothetical protein,0.0,0.0,153
group_1541,,hypothetical protein,group_6655,,hypothetical protein,0.0,0.0,153
group_1541,,hypothetical protein,group_6656,,hypothetical protein,0.0,0.0,153
group_1541,,hypothetical protein,group_2874,,hypothetical protein,0.0,0.0,153
group_1541,,hypothetical protein,group_4557,,hypothetical protein,0.0,0.0,153
group_1541,,hypothetical protein,group_5047,,hypothetical protein,0.0,0.0,153
group_1541,,hypothetical protein,group_5518,,hypothetical protein,0.0,0.0,153
group_1541,,hypothetical protein,group_5668,,hypothetical protein,0.0,0.0,153
group_1545,,hypothetical protein,group_130,,hypothetical protein,0.0,0.0,-
group_1545,,hypothetical protein,group_100,,hypothetical protein,0.0,0.0,-
group_1545,,hypothetical protein,group_385,,hypothetical protein,0.0,0.0,-
group_1545,,hypothetical protein,group_187,,hypothetical protein,0.0,0.0,131
group_1545,,hypothetical protein,group_193,,hypothetical protein,0.0,0.0,-
group_1558,,hypothetical protein,group_4625,rsmB,Ribosomal RNA small subunit methyltransferase B,0.0,0.0,-
group_1568,lsrC,hypothetical protein,group_2055,,hypothetical protein,0.0,0.0,217
group_1576,,hypothetical protein,group_1257,,hypothetical protein,0.0,0.0,70
group_1576,,hypothetical protein,group_3294,,hypothetical protein,0.0,0.0,70
group_1577,,hypothetical protein,group_4625,rsmB,Ribosomal RNA small subunit methyltransferase B,0.0,0.0,-
group_1577,,hypothetical protein,group_1258,,hypothetical protein,0.0,0.0,150
group_1577,,hypothetical protein,group_3295,,hypothetical protein,0.0,0.0,150
group_158,acpP_1,hypothetical protein,group_3271,,hypothetical protein,0.0,0.0,10
group_158,acpP_1,hypothetical protein,asnA,,Aspartate--ammonia ligase,0.0,0.0,10
group_158,acpP_1,hypothetical protein,coaD,,Phosphopantetheine adenylyltransferase,0.0,0.0,10
group_158,acpP_1,hypothetical protein,prtP,,PII-type proteinase,0.0,0.0,-
group_158,acpP_1,hypothetical protein,gmuD_2,,6-phospho-beta-glucosidase GmuD,0.0,0.0,-
group_158,acpP_1,hypothetical protein,acpP_1,,hypothetical protein,0.0,0.0,-
group_158,acpP_1,hypothetical protein,group_3804,treR,HTH-type transcriptional regulator TreR,0.0,0.0,-
group_1581,,hypothetical protein,rlmN,,putative dual-specificity RNA methyltransferase RlmN,0.0,0.0,67
group_1581,,hypothetical protein,ybiT_1,,putative ABC transporter ATP-binding protein YbiT,0.0,0.0,67
group_1586,rlmN,putative dual-specificity RNA methyltransferase RlmN,group_1583,,hypothetical protein,0.0,0.0,96
group_1586,rlmN,putative dual-specificity RNA methyltransferase RlmN,group_4306,ybiT_2,putative ABC transporter ATP-binding protein YbiT,0.0,0.0,96
group_161,,hypothetical protein,group_113,,hypothetical protein,0.0,0.0,242
group_1620,,hypothetical protein,group_2850,,putative type I restriction enzymeP M protein,0.0,0.0,61
group_1636,,hypothetical protein,group_1633,,hypothetical protein,0.0,0.0,166
group_1641,,hypothetical protein,group_4235,,hypothetical protein,0.0,0.0,160
group_1683,,hypothetical protein,group_2623,,hypothetical protein,0.0,0.0,14
group_17,birA,hypothetical protein,group_2956,cdhR,HTH-type transcriptional regulator CdhR,0.0,0.0,129
group_17,birA,hypothetical protein,group_2905,,hypothetical protein,0.0,0.0,-
group_1700,spxA_3,Regulatory protein Spx,group_2470,,hypothetical protein,0.0,0.0,109
group_1700,spxA_3,Regulatory protein Spx,msbA_2,,hypothetical protein,0.0,0.0,109
group_1700,spxA_3,Regulatory protein Spx,ptrB,,Protease 2,0.0,0.0,109
group_1701,spxA_2,Regulatory protein Spx,group_2470,,hypothetical protein,0.0,0.0,109
group_1702,spxA_3,Regulatory protein Spx,group_2468,,hypothetical protein,0.0,0.0,189
group_171,,hypothetical protein,group_542,,hypothetical protein,0.0,0.0,-
group_171,,hypothetical protein,group_2217,,hypothetical protein,0.0,0.0,-
group_171,,hypothetical protein,group_8211,,tRNA-Ala(tgc),0.0,0.0,-
group_171,,hypothetical protein,prtP,,PII-type proteinase,0.0,0.0,-
group_171,,hypothetical protein,group_272,,hypothetical protein,0.0,0.0,-
group_171,,hypothetical protein,group_130,,hypothetical protein,0.0,0.0,-
group_171,,hypothetical protein,yhdJ,,DNA adenine methyltransferase YhdJ,0.0,0.0,-
group_171,,hypothetical protein,group_3197,,hypothetical protein,0.0,0.0,-
group_171,,hypothetical protein,rsmB,,Ribosomal RNA small subunit methyltransferase B,0.0,0.0,-
group_171,,hypothetical protein,group_8369,,tRNA-Val(tac),0.0,0.0,-
group_171,,hypothetical protein,group_134,acpP_1,hypothetical protein,0.0,0.0,-
group_171,,hypothetical protein,phnV_2,,hypothetical protein,0.0,0.0,-
group_171,,hypothetical protein,group_567,hsdS,Type-1 restriction enzyme EcoKI specificity protein,0.0,0.0,-
group_171,,hypothetical protein,ydcP_2,,putative protease YdcP,0.0,0.0,-
group_171,,hypothetical protein,group_565,hsdS,Type-1 restriction enzyme EcoKI specificity protein,0.0,0.0,55
group_171,,hypothetical protein,group_1118,potD_2,hypothetical protein,0.0,0.0,-
group_171,,hypothetical protein,group_428,,hypothetical protein,0.0,0.0,-
group_171,,hypothetical protein,group_60,,hypothetical protein,0.0,0.0,-
group_1710,,hypothetical protein,group_3196,,hypothetical protein,0.0,0.0,127
group_1710,,hypothetical protein,group_171,,hypothetical protein,0.0,0.0,-
group_1710,,hypothetical protein,group_2164,prtP,PII-type proteinase,0.0,0.0,-
group_1710,,hypothetical protein,group_1073,,hypothetical protein,0.0,0.0,-
group_1713,argG,Argininosuccinate synthase,macB_1,,Macrolide export ATP-binding,0.0,0.0,48
group_1713,argG,Argininosuccinate synthase,artP_1,,Arginine-binding extracellular protein ArtP,0.0,0.0,48
group_172,,hypothetical protein,group_3196,,hypothetical protein,0.0,0.0,-
group_172,,hypothetical protein,group_2164,prtP,PII-type proteinase,0.0,0.0,-
group_172,,hypothetical protein,group_755,,hypothetical protein,0.0,0.0,86
group_172,,hypothetical protein,group_184,,hypothetical protein,0.0,0.0,86
group_172,,hypothetical protein,dpnA_1,,hypothetical protein,0.0,0.0,-
group_1727,,hypothetical protein,group_3712,,hypothetical protein,0.0,0.0,159
group_173,,hypothetical protein,group_2807,patA_1,Peptidoglycan O-acetyltransferase,0.0,0.0,-
group_173,,hypothetical protein,group_909,gatA_1,hypothetical protein,0.0,0.0,55
group_173,,hypothetical protein,group_1073,,hypothetical protein,0.0,0.0,55
group_1736,,hypothetical protein,group_4689,,hypothetical protein,0.0,0.0,140
group_1736,,hypothetical protein,group_3459,,hypothetical protein,0.0,0.0,140
group_1736,,hypothetical protein,group_3114,,hypothetical protein,0.0,0.0,140
group_1736,,hypothetical protein,group_4122,,hypothetical protein,0.0,0.0,140
group_1736,,hypothetical protein,group_4478,,hypothetical protein,0.0,0.0,140
group_1736,,hypothetical protein,group_5460,,hypothetical protein,0.0,0.0,140
group_1736,,hypothetical protein,group_5461,,hypothetical protein,0.0,0.0,140
group_174,,hypothetical protein,group_115,,hypothetical protein,0.0,0.0,-
group_174,,hypothetical protein,group_8369,,tRNA-Val(tac),0.0,0.0,-
group_174,,hypothetical protein,group_4625,rsmB,Ribosomal RNA small subunit methyltransferase B,0.0,0.0,-
group_174,,hypothetical protein,group_158,acpP_1,hypothetical protein,0.0,0.0,10
group_1743,,hypothetical protein,dnaC_2,,DNA replication protein DnaC,0.0,0.0,170
group_1743,,hypothetical protein,group_3053,,hypothetical protein,0.0,0.0,170
group_1743,,hypothetical protein,group_2872,,hypothetical protein,0.0,0.0,170
group_1743,,hypothetical protein,group_776,,hypothetical protein,0.0,0.0,170
group_1747,queF,NADPH-dependent 7-cyano-7-deazaguanine reductase,ruvB,,Holliday junction ATP-dependent DNA helicase RuvB,0.0,0.0,79
group_1747,queF,NADPH-dependent 7-cyano-7-deazaguanine reductase,group_171,,hypothetical protein,0.0,0.0,-
group_1752,phnV,Putative 2-aminoethylphosphonate transport system permease protein PhnV,group_2202,pfbA,Plasmin and fibronectin-binding protein A,0.0,0.0,213
group_1757,yxlF,putative ABC transporter ATP-binding protein YxlF,group_2960,,hypothetical protein,0.0,0.0,53
group_1757,yxlF,putative ABC transporter ATP-binding protein YxlF,group_2733,,hypothetical protein,0.0,0.0,53
group_1757,yxlF,putative ABC transporter ATP-binding protein YxlF,group_4654,oppD,Oligopeptide transport ATP-binding protein OppD,0.0,0.0,-
group_1766,,hypothetical protein,group_787,,hypothetical protein,0.0,0.0,205
group_1773,,hypothetical protein,group_2609,,hypothetical protein,0.0,0.0,60
group_1781,,hypothetical protein,hsdS_2,,hypothetical protein,0.0,0.0,-
group_1781,,hypothetical protein,group_2776,,hypothetical protein,0.0,0.0,39
group_1786,glgB,14-alpha-glucan branching enzyme GlgB,group_1042,,hypothetical protein,0.0,0.0,143
group_179,,hypothetical protein,xerC_1,,Tyrosine recombinase XerC,0.0,0.0,-
group_179,,hypothetical protein,gatA_1,,hypothetical protein,0.0,0.0,55
group_179,,hypothetical protein,prtP,,PII-type proteinase,0.0,0.0,-
group_179,,hypothetical protein,yhdJ,,DNA adenine methyltransferase YhdJ,0.0,0.0,-
group_179,,hypothetical protein,group_115,,hypothetical protein,0.0,0.0,-
group_179,,hypothetical protein,group_3197,,hypothetical protein,0.0,0.0,-
group_179,,hypothetical protein,rsmB,,Ribosomal RNA small subunit methyltransferase B,0.0,0.0,-
group_179,,hypothetical protein,group_8369,,tRNA-Val(tac),0.0,0.0,-
group_179,,hypothetical protein,group_134,acpP_1,hypothetical protein,0.0,0.0,-
group_179,,hypothetical protein,group_1072,,hypothetical protein,0.0,0.0,55
group_179,,hypothetical protein,group_2905,,hypothetical protein,0.0,0.0,-
group_179,,hypothetical protein,group_3610,,hypothetical protein,0.0,0.0,-
group_179,,hypothetical protein,group_8322,,tRNA-Glu(ttc),0.0,0.0,-
group_179,,hypothetical protein,group_60,,hypothetical protein,0.0,0.0,-
group_179,,hypothetical protein,msbA_2,,hypothetical protein,0.0,0.0,-
group_1820,,hypothetical protein,group_579,,hypothetical protein,0.0,0.0,-
group_1820,,hypothetical protein,group_5169,,hypothetical protein,0.0,0.0,-
group_1820,,hypothetical protein,dinB,,DNA polymerase IV,0.0,0.0,-
group_1820,,hypothetical protein,group_312,,hypothetical protein,0.0,0.0,-
group_1820,,hypothetical protein,group_4552,,hypothetical protein,0.0,0.0,-
group_1822,,hypothetical protein,group_2032,dinB,DNA polymerase IV,0.0,0.0,181
group_1823,,hypothetical protein,group_2032,dinB,DNA polymerase IV,0.0,0.0,181
group_1825,,hypothetical protein,group_272,,hypothetical protein,0.0,0.0,-
group_1825,,hypothetical protein,group_2494,,hypothetical protein,0.0,0.0,83
group_184,,hypothetical protein,group_115,,hypothetical protein,0.0,0.0,-
group_184,,hypothetical protein,gatA_2,,hypothetical protein,0.0,0.0,-
group_184,,hypothetical protein,group_2164,prtP,PII-type proteinase,0.0,0.0,-
group_184,,hypothetical protein,group_755,,hypothetical protein,0.0,0.0,86
group_1853,,hypothetical protein,group_158,acpP_1,hypothetical protein,0.0,0.0,10
group_1856,,Putative bifunctional phosphatase,group_1067,,hypothetical protein,0.0,0.0,108
group_1856,,Putative bifunctional phosphatase,group_3273,ycfH,putative metal-dependent hydrolase YcfH,0.0,0.0,108
group_187,,hypothetical protein,group_130,,hypothetical protein,0.0,0.0,-
group_187,,hypothetical protein,group_100,,hypothetical protein,0.0,0.0,-
group_187,,hypothetical protein,group_385,,hypothetical protein,0.0,0.0,-
group_187,,hypothetical protein,group_8365,,tRNA-Val(tac),0.0,0.0,-
group_187,,hypothetical protein,hsdS_2,,hypothetical protein,0.0,0.0,-
group_1886,epsH,Putative glycosyltransferase EpsH,group_3319,,Ferredoxin--NADP reductase,0.0,0.0,20
group_1886,epsH,Putative glycosyltransferase EpsH,group_557,hsdS_2,hypothetical protein,0.0,0.0,-
group_1888,catE,Catechol-23-dioxygenase,msbA,,Lipid A export ATP-binding,0.0,0.0,91
group_1898,hmo,hypothetical protein,lysS,,Lysine--tRNA ligase,0.0,0.0,81
group_1899,hmo,hypothetical protein,group_1600,glnM_1,putative glutamine ABC transporter permease protein GlnM,0.0,0.0,214
group_1904,hmo,hypothetical protein,group_3222,,hypothetical protein,0.0,0.0,-
group_1904,hmo,hypothetical protein,tcyC,,L-cystine import ATP-binding protein TcyC,0.0,0.0,45
group_1904,hmo,hypothetical protein,group_4308,lysS,Lysine--tRNA ligase,0.0,0.0,45
group_1915,glpF,hypothetical protein,patA_1,,Peptidoglycan O-acetyltransferase,0.0,0.0,32
group_1915,glpF,hypothetical protein,group_2782,,hypothetical protein,0.0,0.0,32
group_1915,glpF,hypothetical protein,group_665,ltrA_2,Group II intron-encoded protein LtrA,0.0,0.0,32
group_1916,glpF,hypothetical protein,group_8211,,tRNA-Ala(tgc),0.0,0.0,-
group_1916,glpF,hypothetical protein,group_2807,patA_1,Peptidoglycan O-acetyltransferase,0.0,0.0,-
group_1916,glpF,hypothetical protein,group_525,,hypothetical protein,0.0,0.0,-
group_1916,glpF,hypothetical protein,group_666,ltrA,Group II intron-encoded protein LtrA,0.0,0.0,32
group_1916,glpF,hypothetical protein,group_1272,dltA,D-alanine--poly(phosphoribitol) ligase subunit 1,0.0,0.0,32
group_192,,hypothetical protein,group_1546,,hypothetical protein,0.0,0.0,-
group_192,,hypothetical protein,group_100,,hypothetical protein,0.0,0.0,2
group_192,,hypothetical protein,group_4029,gmuD_2,6-phospho-beta-glucosidase GmuD,0.0,0.0,-
group_192,,hypothetical protein,group_193,,hypothetical protein,0.0,0.0,2
group_1922,,hypothetical protein,group_4353,,hypothetical protein,0.0,0.0,94
group_193,,hypothetical protein,group_130,,hypothetical protein,0.0,0.0,2
group_193,,hypothetical protein,group_100,,hypothetical protein,0.0,0.0,2
group_193,,hypothetical protein,group_158,acpP_1,hypothetical protein,0.0,0.0,-
group_193,,hypothetical protein,group_187,,hypothetical protein,0.0,0.0,-
group_193,,hypothetical protein,group_4029,gmuD_2,6-phospho-beta-glucosidase GmuD,0.0,0.0,-
group_1935,gspF,Putative type II secretion system protein F,group_1348,,hypothetical protein,0.0,0.0,-
group_1935,gspF,Putative type II secretion system protein F,group_3459,,hypothetical protein,0.0,0.0,140
group_1935,gspF,Putative type II secretion system protein F,group_3114,,hypothetical protein,0.0,0.0,140
group_1935,gspF,Putative type II secretion system protein F,group_4122,,hypothetical protein,0.0,0.0,140
group_1935,gspF,Putative type II secretion system protein F,group_4478,,hypothetical protein,0.0,0.0,140
group_1935,gspF,Putative type II secretion system protein F,group_5460,,hypothetical protein,0.0,0.0,140
group_1935,gspF,Putative type II secretion system protein F,group_5461,,hypothetical protein,0.0,0.0,140
group_1935,gspF,Putative type II secretion system protein F,group_1736,,hypothetical protein,0.0,0.0,140
