Gene_1,Gene_name_1,Annotation_1,Gene_2,Gene_name_2,Annotation_2,p-value unadj,p-value adj,Cluster
group_6384,,hypothetical protein,group_1169,,hypothetical protein,0.0,0.0,272
group_6384,,hypothetical protein,group_4181,,hypothetical protein,0.0,0.0,272
group_6384,,hypothetical protein,group_4998,,hypothetical protein,0.0,0.0,272
group_6384,,hypothetical protein,group_6390,,hypothetical protein,0.0,0.0,272
group_6384,,hypothetical protein,group_4166,,hypothetical protein,0.0,0.0,272
group_6384,,hypothetical protein,group_5591,,hypothetical protein,0.0,0.0,272
group_6384,,hypothetical protein,group_5594,,hypothetical protein,0.0,0.0,272
group_6386,,hypothetical protein,dnaC_2,,DNA replication protein DnaC,0.0,0.0,272
group_6386,,hypothetical protein,group_3053,,hypothetical protein,0.0,0.0,272
group_6386,,hypothetical protein,group_2872,,hypothetical protein,0.0,0.0,272
group_6386,,hypothetical protein,group_776,,hypothetical protein,0.0,0.0,272
group_6386,,hypothetical protein,group_1743,,hypothetical protein,0.0,0.0,272
group_6386,,hypothetical protein,group_4159,,hypothetical protein,0.0,0.0,272
group_6386,,hypothetical protein,group_3470,,hypothetical protein,0.0,0.0,272
group_6386,,hypothetical protein,ssb_3,,hypothetical protein,0.0,0.0,272
group_6386,,hypothetical protein,group_4985,,hypothetical protein,0.0,0.0,272
group_6386,,hypothetical protein,group_5509,,hypothetical protein,0.0,0.0,272
group_6386,,hypothetical protein,group_3144,,hypothetical protein,0.0,0.0,272
group_6386,,hypothetical protein,group_5384,,hypothetical protein,0.0,0.0,272
group_6386,,hypothetical protein,group_4137,,hypothetical protein,0.0,0.0,272
group_6386,,hypothetical protein,Int-Tn,,Transposase from transposon Tn916,0.0,0.0,272
group_6386,,hypothetical protein,group_3104,,hypothetical protein,0.0,0.0,272
group_6386,,hypothetical protein,group_1169,,hypothetical protein,0.0,0.0,272
group_6386,,hypothetical protein,group_4181,,hypothetical protein,0.0,0.0,272
group_6386,,hypothetical protein,group_4998,,hypothetical protein,0.0,0.0,272
group_6386,,hypothetical protein,group_6390,,hypothetical protein,0.0,0.0,272
group_6386,,hypothetical protein,group_4166,,hypothetical protein,0.0,0.0,272
group_6386,,hypothetical protein,group_5591,,hypothetical protein,0.0,0.0,272
group_6386,,hypothetical protein,group_5594,,hypothetical protein,0.0,0.0,272
group_6386,,hypothetical protein,group_6384,,hypothetical protein,0.0,0.0,272
group_6388,,hypothetical protein,dnaC_2,,DNA replication protein DnaC,0.0,0.0,272
group_6388,,hypothetical protein,group_3053,,hypothetical protein,0.0,0.0,272
group_6388,,hypothetical protein,group_2872,,hypothetical protein,0.0,0.0,272
group_6388,,hypothetical protein,group_776,,hypothetical protein,0.0,0.0,272
group_6388,,hypothetical protein,group_1743,,hypothetical protein,0.0,0.0,272
group_6388,,hypothetical protein,group_4159,,hypothetical protein,0.0,0.0,272
group_6388,,hypothetical protein,group_3470,,hypothetical protein,0.0,0.0,272
group_6388,,hypothetical protein,ssb_3,,hypothetical protein,0.0,0.0,272
group_6388,,hypothetical protein,group_4985,,hypothetical protein,0.0,0.0,272
group_6388,,hypothetical protein,group_5509,,hypothetical protein,0.0,0.0,272
group_6388,,hypothetical protein,group_3144,,hypothetical protein,0.0,0.0,272
group_6388,,hypothetical protein,group_5384,,hypothetical protein,0.0,0.0,272
group_6388,,hypothetical protein,group_4137,,hypothetical protein,0.0,0.0,272
group_6388,,hypothetical protein,Int-Tn,,Transposase from transposon Tn916,0.0,0.0,272
group_6388,,hypothetical protein,group_3104,,hypothetical protein,0.0,0.0,272
group_6388,,hypothetical protein,group_1169,,hypothetical protein,0.0,0.0,272
group_6388,,hypothetical protein,group_4181,,hypothetical protein,0.0,0.0,272
group_6388,,hypothetical protein,group_4998,,hypothetical protein,0.0,0.0,272
group_6388,,hypothetical protein,group_6390,,hypothetical protein,0.0,0.0,272
group_6388,,hypothetical protein,group_4166,,hypothetical protein,0.0,0.0,272
group_6388,,hypothetical protein,group_5591,,hypothetical protein,0.0,0.0,272
group_6388,,hypothetical protein,group_5594,,hypothetical protein,0.0,0.0,272
group_6388,,hypothetical protein,group_6384,,hypothetical protein,0.0,0.0,272
group_6388,,hypothetical protein,group_6386,,hypothetical protein,0.0,0.0,272
group_6390,,hypothetical protein,dnaC_2,,DNA replication protein DnaC,0.0,0.0,272
group_6390,,hypothetical protein,group_3053,,hypothetical protein,0.0,0.0,272
group_6390,,hypothetical protein,group_2872,,hypothetical protein,0.0,0.0,272
group_6390,,hypothetical protein,group_776,,hypothetical protein,0.0,0.0,272
group_6390,,hypothetical protein,group_1743,,hypothetical protein,0.0,0.0,272
group_6390,,hypothetical protein,group_4159,,hypothetical protein,0.0,0.0,272
group_6390,,hypothetical protein,group_3470,,hypothetical protein,0.0,0.0,272
group_6390,,hypothetical protein,ssb_3,,hypothetical protein,0.0,0.0,272
group_6390,,hypothetical protein,group_4985,,hypothetical protein,0.0,0.0,272
group_6390,,hypothetical protein,group_5509,,hypothetical protein,0.0,0.0,272
group_6390,,hypothetical protein,group_3144,,hypothetical protein,0.0,0.0,272
group_6390,,hypothetical protein,group_5384,,hypothetical protein,0.0,0.0,272
group_6390,,hypothetical protein,group_4137,,hypothetical protein,0.0,0.0,272
group_6390,,hypothetical protein,Int-Tn,,Transposase from transposon Tn916,0.0,0.0,272
group_6390,,hypothetical protein,group_3104,,hypothetical protein,0.0,0.0,272
group_6390,,hypothetical protein,group_1169,,hypothetical protein,0.0,0.0,272
group_6390,,hypothetical protein,group_4181,,hypothetical protein,0.0,0.0,272
group_6390,,hypothetical protein,group_4998,,hypothetical protein,0.0,0.0,272
group_6392,,hypothetical protein,dnaC_2,,DNA replication protein DnaC,0.0,0.0,272
group_6392,,hypothetical protein,group_3053,,hypothetical protein,0.0,0.0,272
group_6392,,hypothetical protein,group_2872,,hypothetical protein,0.0,0.0,272
group_6392,,hypothetical protein,group_776,,hypothetical protein,0.0,0.0,272
group_6392,,hypothetical protein,group_1743,,hypothetical protein,0.0,0.0,272
group_6392,,hypothetical protein,group_4159,,hypothetical protein,0.0,0.0,272
group_6392,,hypothetical protein,group_3470,,hypothetical protein,0.0,0.0,272
group_6392,,hypothetical protein,ssb_3,,hypothetical protein,0.0,0.0,272
group_6392,,hypothetical protein,group_4985,,hypothetical protein,0.0,0.0,272
group_6392,,hypothetical protein,group_5509,,hypothetical protein,0.0,0.0,272
group_6392,,hypothetical protein,group_3144,,hypothetical protein,0.0,0.0,272
group_6392,,hypothetical protein,group_5384,,hypothetical protein,0.0,0.0,272
group_6392,,hypothetical protein,group_4137,,hypothetical protein,0.0,0.0,272
group_6392,,hypothetical protein,Int-Tn,,Transposase from transposon Tn916,0.0,0.0,272
group_6392,,hypothetical protein,group_3104,,hypothetical protein,0.0,0.0,272
group_6392,,hypothetical protein,group_1169,,hypothetical protein,0.0,0.0,272
group_6392,,hypothetical protein,group_4181,,hypothetical protein,0.0,0.0,272
group_6392,,hypothetical protein,group_4998,,hypothetical protein,0.0,0.0,272
group_6392,,hypothetical protein,group_6390,,hypothetical protein,0.0,0.0,272
group_6392,,hypothetical protein,group_4166,,hypothetical protein,0.0,0.0,272
group_6392,,hypothetical protein,group_5591,,hypothetical protein,0.0,0.0,272
group_6392,,hypothetical protein,group_5594,,hypothetical protein,0.0,0.0,272
group_6392,,hypothetical protein,group_6384,,hypothetical protein,0.0,0.0,272
group_6392,,hypothetical protein,group_6386,,hypothetical protein,0.0,0.0,272
group_6392,,hypothetical protein,group_6388,,hypothetical protein,0.0,0.0,272
group_6394,,hypothetical protein,dnaC_2,,DNA replication protein DnaC,0.0,0.0,272
group_6394,,hypothetical protein,group_3053,,hypothetical protein,0.0,0.0,272
group_6394,,hypothetical protein,group_2872,,hypothetical protein,0.0,0.0,272
group_6394,,hypothetical protein,group_776,,hypothetical protein,0.0,0.0,272
group_6394,,hypothetical protein,group_1743,,hypothetical protein,0.0,0.0,272
group_6394,,hypothetical protein,group_4159,,hypothetical protein,0.0,0.0,272
group_6394,,hypothetical protein,group_3470,,hypothetical protein,0.0,0.0,272
group_6394,,hypothetical protein,ssb_3,,hypothetical protein,0.0,0.0,272
group_6394,,hypothetical protein,group_4985,,hypothetical protein,0.0,0.0,272
group_6394,,hypothetical protein,group_5509,,hypothetical protein,0.0,0.0,272
group_6394,,hypothetical protein,group_3144,,hypothetical protein,0.0,0.0,272
group_6394,,hypothetical protein,group_5384,,hypothetical protein,0.0,0.0,272
group_6394,,hypothetical protein,group_4137,,hypothetical protein,0.0,0.0,272
group_6394,,hypothetical protein,Int-Tn,,Transposase from transposon Tn916,0.0,0.0,272
group_6394,,hypothetical protein,group_3104,,hypothetical protein,0.0,0.0,272
group_6394,,hypothetical protein,group_1169,,hypothetical protein,0.0,0.0,272
group_6394,,hypothetical protein,group_4181,,hypothetical protein,0.0,0.0,272
group_6394,,hypothetical protein,group_4998,,hypothetical protein,0.0,0.0,272
group_6394,,hypothetical protein,group_6390,,hypothetical protein,0.0,0.0,272
group_6394,,hypothetical protein,group_4166,,hypothetical protein,0.0,0.0,272
group_6394,,hypothetical protein,group_5591,,hypothetical protein,0.0,0.0,272
group_6394,,hypothetical protein,group_5594,,hypothetical protein,0.0,0.0,272
group_6394,,hypothetical protein,group_6384,,hypothetical protein,0.0,0.0,272
group_6394,,hypothetical protein,group_6386,,hypothetical protein,0.0,0.0,272
group_6394,,hypothetical protein,group_6388,,hypothetical protein,0.0,0.0,272
group_6394,,hypothetical protein,group_6392,,hypothetical protein,0.0,0.0,272
group_6396,,hypothetical protein,dnaC_2,,DNA replication protein DnaC,0.0,0.0,272
group_6396,,hypothetical protein,group_3053,,hypothetical protein,0.0,0.0,272
group_6396,,hypothetical protein,group_2872,,hypothetical protein,0.0,0.0,272
group_6396,,hypothetical protein,group_776,,hypothetical protein,0.0,0.0,272
group_6396,,hypothetical protein,group_1743,,hypothetical protein,0.0,0.0,272
group_6396,,hypothetical protein,group_4159,,hypothetical protein,0.0,0.0,272
group_6396,,hypothetical protein,group_3470,,hypothetical protein,0.0,0.0,272
group_6396,,hypothetical protein,ssb_3,,hypothetical protein,0.0,0.0,272
group_6396,,hypothetical protein,group_4985,,hypothetical protein,0.0,0.0,272
group_6396,,hypothetical protein,group_5509,,hypothetical protein,0.0,0.0,272
group_6396,,hypothetical protein,group_3144,,hypothetical protein,0.0,0.0,272
group_6396,,hypothetical protein,group_5384,,hypothetical protein,0.0,0.0,272
group_6396,,hypothetical protein,group_4137,,hypothetical protein,0.0,0.0,272
group_6396,,hypothetical protein,Int-Tn,,Transposase from transposon Tn916,0.0,0.0,272
group_6396,,hypothetical protein,group_3104,,hypothetical protein,0.0,0.0,272
group_6396,,hypothetical protein,group_1169,,hypothetical protein,0.0,0.0,272
group_6396,,hypothetical protein,group_4181,,hypothetical protein,0.0,0.0,272
group_6396,,hypothetical protein,group_4998,,hypothetical protein,0.0,0.0,272
group_6396,,hypothetical protein,group_6390,,hypothetical protein,0.0,0.0,272
group_6396,,hypothetical protein,group_4166,,hypothetical protein,0.0,0.0,272
group_6396,,hypothetical protein,group_5591,,hypothetical protein,0.0,0.0,272
group_6396,,hypothetical protein,group_5594,,hypothetical protein,0.0,0.0,272
group_6396,,hypothetical protein,group_6384,,hypothetical protein,0.0,0.0,272
group_6396,,hypothetical protein,group_6386,,hypothetical protein,0.0,0.0,272
group_6396,,hypothetical protein,group_6388,,hypothetical protein,0.0,0.0,272
group_6396,,hypothetical protein,group_6392,,hypothetical protein,0.0,0.0,272
group_6396,,hypothetical protein,group_6394,,hypothetical protein,0.0,0.0,272
group_6398,,hypothetical protein,dnaC_2,,DNA replication protein DnaC,0.0,0.0,272
group_6398,,hypothetical protein,group_3053,,hypothetical protein,0.0,0.0,272
group_6398,,hypothetical protein,group_2872,,hypothetical protein,0.0,0.0,272
group_6398,,hypothetical protein,group_776,,hypothetical protein,0.0,0.0,272
group_6398,,hypothetical protein,group_1743,,hypothetical protein,0.0,0.0,272
group_6398,,hypothetical protein,group_4159,,hypothetical protein,0.0,0.0,272
group_6398,,hypothetical protein,group_3470,,hypothetical protein,0.0,0.0,272
group_6398,,hypothetical protein,ssb_3,,hypothetical protein,0.0,0.0,272
group_6398,,hypothetical protein,group_4985,,hypothetical protein,0.0,0.0,272
group_6398,,hypothetical protein,group_5509,,hypothetical protein,0.0,0.0,272
group_6398,,hypothetical protein,group_3144,,hypothetical protein,0.0,0.0,272
group_6398,,hypothetical protein,group_5384,,hypothetical protein,0.0,0.0,272
group_6398,,hypothetical protein,group_4137,,hypothetical protein,0.0,0.0,272
group_6398,,hypothetical protein,Int-Tn,,Transposase from transposon Tn916,0.0,0.0,272
group_6398,,hypothetical protein,group_3104,,hypothetical protein,0.0,0.0,272
group_6398,,hypothetical protein,group_1169,,hypothetical protein,0.0,0.0,272
group_6398,,hypothetical protein,group_4181,,hypothetical protein,0.0,0.0,272
group_6398,,hypothetical protein,group_4998,,hypothetical protein,0.0,0.0,272
group_6398,,hypothetical protein,group_6390,,hypothetical protein,0.0,0.0,272
group_6398,,hypothetical protein,group_4166,,hypothetical protein,0.0,0.0,272
group_6398,,hypothetical protein,group_5591,,hypothetical protein,0.0,0.0,272
group_6398,,hypothetical protein,group_5594,,hypothetical protein,0.0,0.0,272
group_6398,,hypothetical protein,group_6384,,hypothetical protein,0.0,0.0,272
group_6398,,hypothetical protein,group_6386,,hypothetical protein,0.0,0.0,272
group_6398,,hypothetical protein,group_6388,,hypothetical protein,0.0,0.0,272
group_6398,,hypothetical protein,group_6392,,hypothetical protein,0.0,0.0,272
group_6398,,hypothetical protein,group_6394,,hypothetical protein,0.0,0.0,272
group_6398,,hypothetical protein,group_6396,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,dnaC_2,,DNA replication protein DnaC,0.0,0.0,272
group_6401,,hypothetical protein,group_3053,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,group_776,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,group_1743,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,group_4159,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,group_3470,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,ssb_3,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,group_5509,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,group_3144,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,group_4137,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,Int-Tn,,Transposase from transposon Tn916,0.0,0.0,272
group_6401,,hypothetical protein,group_4181,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,group_4998,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,group_6390,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,group_4166,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,group_5591,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,group_5594,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,group_6384,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,group_6386,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,group_6388,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,group_6392,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,group_6394,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,group_6396,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,group_6398,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,group_6403,xerC_3,Tyrosine recombinase XerC,0.0,0.0,272
group_6401,,hypothetical protein,group_6405,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,group_4164,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,group_1520,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,group_4439,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,group_5644,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,group_5645,,hypothetical protein,0.0,0.0,272
group_6401,,hypothetical protein,group_4180,lexA,LexA repressor,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,dnaC_2,,DNA replication protein DnaC,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,group_3053,,hypothetical protein,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,group_2872,,hypothetical protein,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,group_776,,hypothetical protein,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,group_1743,,hypothetical protein,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,group_4159,,hypothetical protein,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,group_3470,,hypothetical protein,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,ssb_3,,hypothetical protein,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,group_4985,,hypothetical protein,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,group_5509,,hypothetical protein,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,group_3144,,hypothetical protein,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,group_5384,,hypothetical protein,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,group_4137,,hypothetical protein,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,Int-Tn,,Transposase from transposon Tn916,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,group_3104,,hypothetical protein,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,group_1169,,hypothetical protein,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,group_4181,,hypothetical protein,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,group_4998,,hypothetical protein,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,group_6390,,hypothetical protein,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,group_4166,,hypothetical protein,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,group_5591,,hypothetical protein,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,group_5594,,hypothetical protein,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,group_6384,,hypothetical protein,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,group_6386,,hypothetical protein,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,group_6388,,hypothetical protein,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,group_6392,,hypothetical protein,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,group_6394,,hypothetical protein,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,group_6396,,hypothetical protein,0.0,0.0,272
group_6403,xerC_3,Tyrosine recombinase XerC,group_6398,,hypothetical protein,0.0,0.0,272
group_6405,,hypothetical protein,dnaC_2,,DNA replication protein DnaC,0.0,0.0,272
group_6405,,hypothetical protein,group_3053,,hypothetical protein,0.0,0.0,272
group_6405,,hypothetical protein,group_2872,,hypothetical protein,0.0,0.0,272
group_6405,,hypothetical protein,group_776,,hypothetical protein,0.0,0.0,272
group_6405,,hypothetical protein,group_1743,,hypothetical protein,0.0,0.0,272
group_6405,,hypothetical protein,group_4159,,hypothetical protein,0.0,0.0,272
group_6405,,hypothetical protein,group_3470,,hypothetical protein,0.0,0.0,272
group_6405,,hypothetical protein,ssb_3,,hypothetical protein,0.0,0.0,272
group_6405,,hypothetical protein,group_4985,,hypothetical protein,0.0,0.0,272
group_6405,,hypothetical protein,group_5509,,hypothetical protein,0.0,0.0,272
group_6405,,hypothetical protein,group_3144,,hypothetical protein,0.0,0.0,272
group_6405,,hypothetical protein,group_5384,,hypothetical protein,0.0,0.0,272
group_6405,,hypothetical protein,group_4137,,hypothetical protein,0.0,0.0,272
group_6405,,hypothetical protein,Int-Tn,,Transposase from transposon Tn916,0.0,0.0,272
group_6405,,hypothetical protein,group_3104,,hypothetical protein,0.0,0.0,272
group_6405,,hypothetical protein,group_1169,,hypothetical protein,0.0,0.0,272
group_6405,,hypothetical protein,group_4181,,hypothetical protein,0.0,0.0,272
group_6405,,hypothetical protein,group_4998,,hypothetical protein,0.0,0.0,272
group_6405,,hypothetical protein,group_6390,,hypothetical protein,0.0,0.0,272
group_6405,,hypothetical protein,group_4166,,hypothetical protein,0.0,0.0,272
group_6405,,hypothetical protein,group_5591,,hypothetical protein,0.0,0.0,272
group_6405,,hypothetical protein,group_5594,,hypothetical protein,0.0,0.0,272
group_6405,,hypothetical protein,group_6384,,hypothetical protein,0.0,0.0,272
group_6405,,hypothetical protein,group_6386,,hypothetical protein,0.0,0.0,272
group_6405,,hypothetical protein,group_6388,,hypothetical protein,0.0,0.0,272
group_6405,,hypothetical protein,group_6392,,hypothetical protein,0.0,0.0,272
group_6405,,hypothetical protein,group_6394,,hypothetical protein,0.0,0.0,272
group_6405,,hypothetical protein,group_6396,,hypothetical protein,0.0,0.0,272
group_6405,,hypothetical protein,group_6398,,hypothetical protein,0.0,0.0,272
group_6405,,hypothetical protein,group_6403,xerC_3,Tyrosine recombinase XerC,0.0,0.0,272
group_6418,,hypothetical protein,group_2306,,hypothetical protein,0.0,0.0,-
group_6418,,hypothetical protein,group_3652,yumC,Ferredoxin--NADP reductase 2,0.0,0.0,18
group_6418,,hypothetical protein,group_4923,,hypothetical protein,0.0,0.0,18
group_6418,,hypothetical protein,xerD_1,,Tyrosine recombinase XerD,0.0,0.0,18
group_6418,,hypothetical protein,spoT,,Guanosine-3'5'-bis(diphosphate) 3'-pyrophosphohydrolase,0.0,0.0,18
group_6418,,hypothetical protein,group_5002,,hypothetical protein,0.0,0.0,18
group_6418,,hypothetical protein,group_4524,,hypothetical protein,0.0,0.0,18
group_6418,,hypothetical protein,group_5602,,hypothetical protein,0.0,0.0,18
group_6418,,hypothetical protein,group_5001,,hypothetical protein,0.0,0.0,18
group_6418,,hypothetical protein,group_5603,,hypothetical protein,0.0,0.0,18
group_6418,,hypothetical protein,group_5605,,hypothetical protein,0.0,0.0,18
group_6418,,hypothetical protein,group_5628,,hypothetical protein,0.0,0.0,18
group_6418,,hypothetical protein,group_6422,,hypothetical protein,0.0,0.0,18
group_6418,,hypothetical protein,group_6423,,hypothetical protein,0.0,0.0,18
group_6418,,hypothetical protein,group_6425,,hypothetical protein,0.0,0.0,18
group_6418,,hypothetical protein,group_4525,,hypothetical protein,0.0,0.0,18
group_6418,,hypothetical protein,group_6420,,hypothetical protein,0.0,0.0,18
group_6418,,hypothetical protein,group_2890,,hypothetical protein,0.0,0.0,18
group_6418,,hypothetical protein,group_5000,,hypothetical protein,0.0,0.0,18
group_6418,,hypothetical protein,group_5003,,hypothetical protein,0.0,0.0,18
group_6418,,hypothetical protein,group_5601,,hypothetical protein,0.0,0.0,18
group_6418,,hypothetical protein,group_5606,,hypothetical protein,0.0,0.0,18
group_6418,,hypothetical protein,group_5607,,hypothetical protein,0.0,0.0,18
group_6420,,hypothetical protein,group_2306,,hypothetical protein,0.0,0.0,-
group_6420,,hypothetical protein,group_3652,yumC,Ferredoxin--NADP reductase 2,0.0,0.0,18
group_6420,,hypothetical protein,group_4923,,hypothetical protein,0.0,0.0,18
group_6420,,hypothetical protein,xerD_1,,Tyrosine recombinase XerD,0.0,0.0,18
group_6420,,hypothetical protein,spoT,,Guanosine-3'5'-bis(diphosphate) 3'-pyrophosphohydrolase,0.0,0.0,18
group_6420,,hypothetical protein,group_5002,,hypothetical protein,0.0,0.0,18
group_6420,,hypothetical protein,group_4524,,hypothetical protein,0.0,0.0,18
group_6420,,hypothetical protein,group_5602,,hypothetical protein,0.0,0.0,18
group_6420,,hypothetical protein,group_5001,,hypothetical protein,0.0,0.0,18
group_6420,,hypothetical protein,group_5603,,hypothetical protein,0.0,0.0,18
group_6420,,hypothetical protein,group_5605,,hypothetical protein,0.0,0.0,18
group_6420,,hypothetical protein,group_5628,,hypothetical protein,0.0,0.0,18
group_6420,,hypothetical protein,group_6422,,hypothetical protein,0.0,0.0,18
group_6420,,hypothetical protein,group_6423,,hypothetical protein,0.0,0.0,18
group_6420,,hypothetical protein,group_6425,,hypothetical protein,0.0,0.0,18
group_6420,,hypothetical protein,group_4525,,hypothetical protein,0.0,0.0,18
group_6421,,hypothetical protein,group_5610,,hypothetical protein,0.0,0.0,18
group_6422,,hypothetical protein,group_2306,,hypothetical protein,0.0,0.0,-
group_6422,,hypothetical protein,group_3652,yumC,Ferredoxin--NADP reductase 2,0.0,0.0,18
group_6422,,hypothetical protein,group_4923,,hypothetical protein,0.0,0.0,18
group_6422,,hypothetical protein,xerD_1,,Tyrosine recombinase XerD,0.0,0.0,18
group_6422,,hypothetical protein,spoT,,Guanosine-3'5'-bis(diphosphate) 3'-pyrophosphohydrolase,0.0,0.0,18
group_6422,,hypothetical protein,group_5002,,hypothetical protein,0.0,0.0,18
group_6422,,hypothetical protein,group_4524,,hypothetical protein,0.0,0.0,18
group_6422,,hypothetical protein,group_5602,,hypothetical protein,0.0,0.0,18
group_6422,,hypothetical protein,group_5001,,hypothetical protein,0.0,0.0,18
group_6422,,hypothetical protein,group_5603,,hypothetical protein,0.0,0.0,18
group_6422,,hypothetical protein,group_5605,,hypothetical protein,0.0,0.0,18
group_6422,,hypothetical protein,group_5628,,hypothetical protein,0.0,0.0,18
group_6423,,hypothetical protein,group_2306,,hypothetical protein,0.0,0.0,-
group_6423,,hypothetical protein,group_3652,yumC,Ferredoxin--NADP reductase 2,0.0,0.0,18
group_6423,,hypothetical protein,group_4923,,hypothetical protein,0.0,0.0,18
group_6423,,hypothetical protein,xerD_1,,Tyrosine recombinase XerD,0.0,0.0,18
group_6423,,hypothetical protein,spoT,,Guanosine-3'5'-bis(diphosphate) 3'-pyrophosphohydrolase,0.0,0.0,18
group_6423,,hypothetical protein,group_5002,,hypothetical protein,0.0,0.0,18
group_6423,,hypothetical protein,group_4524,,hypothetical protein,0.0,0.0,18
group_6423,,hypothetical protein,group_5602,,hypothetical protein,0.0,0.0,18
group_6423,,hypothetical protein,group_5001,,hypothetical protein,0.0,0.0,18
group_6423,,hypothetical protein,group_5603,,hypothetical protein,0.0,0.0,18
group_6423,,hypothetical protein,group_5605,,hypothetical protein,0.0,0.0,18
group_6423,,hypothetical protein,group_5628,,hypothetical protein,0.0,0.0,18
group_6423,,hypothetical protein,group_6422,,hypothetical protein,0.0,0.0,18
group_6424,,hypothetical protein,group_3652,yumC,Ferredoxin--NADP reductase 2,0.0,0.0,18
group_6424,,hypothetical protein,xerD_1,,Tyrosine recombinase XerD,0.0,0.0,18
group_6424,,hypothetical protein,group_5002,,hypothetical protein,0.0,0.0,18
group_6424,,hypothetical protein,group_4524,,hypothetical protein,0.0,0.0,18
group_6424,,hypothetical protein,group_5602,,hypothetical protein,0.0,0.0,18
group_6424,,hypothetical protein,group_5001,,hypothetical protein,0.0,0.0,18
group_6424,,hypothetical protein,group_5603,,hypothetical protein,0.0,0.0,18
group_6424,,hypothetical protein,group_5605,,hypothetical protein,0.0,0.0,18
group_6424,,hypothetical protein,group_5628,,hypothetical protein,0.0,0.0,18
group_6424,,hypothetical protein,group_6422,,hypothetical protein,0.0,0.0,18
group_6424,,hypothetical protein,group_6423,,hypothetical protein,0.0,0.0,18
group_6424,,hypothetical protein,group_6425,,hypothetical protein,0.0,0.0,18
group_6424,,hypothetical protein,group_5601,,hypothetical protein,0.0,0.0,18
group_6424,,hypothetical protein,group_5604,,hypothetical protein,0.0,0.0,18
group_6424,,hypothetical protein,group_4526,,hypothetical protein,0.0,0.0,18
